Date,Open,High,Low,Close,Volume,Volume IOTA,Market Cap
08/29/2020,0.3488561,0.3708838,0.3460511,0.3675159,"30,176,014.22","84,157,630.27","996,643,383.25"
08/28/2020,0.3376752,0.3533755,0.3337356,0.3480976,"29,697,320.97","85,918,358.02","960,733,012.78"
08/27/2020,0.3562501,0.3587552,0.3227248,0.3381280,"41,240,427.96","120,584,088.62","950,614,792.66"
08/26/2020,0.3609914,0.3640458,0.3460404,0.3566244,"36,523,018.69","101,964,652.55","995,608,124.32"
08/25/2020,0.3922007,0.3931040,0.3511769,0.3629019,"34,902,287.65","93,027,151.09","1,042,834,961.06"
08/24/2020,0.3833701,0.3976142,0.3767683,0.3933380,"18,550,541.57","47,720,380.16","1,080,498,350.47"
08/23/2020,0.4049073,0.4055069,0.3788798,0.3851105,"18,377,079.40","47,377,496.99","1,078,141,564.13"
08/22/2020,0.3724560,0.4034366,0.3654178,0.4034366,"28,664,762.97","74,112,806.48","1,075,044,658.39"
08/21/2020,0.3989049,0.4376376,0.3727734,0.3727734,"48,894,417.41","119,492,679.57","1,137,337,570.25"
08/20/2020,0.3724785,0.3979902,0.3676775,0.3979902,"22,268,154.30","57,704,313.05","1,072,623,621.36"
08/19/2020,0.3937248,0.3981364,0.3611273,0.3712028,"28,965,093.64","77,100,272.88","1,044,216,212.48"
08/18/2020,0.4115836,0.4160196,0.3820832,0.3929380,"28,698,509.80","71,592,378.70","1,114,202,077.29"
08/17/2020,0.4234510,0.4252046,0.4074088,0.4118154,"28,326,047.01","68,060,621.84","1,156,808,494.18"
08/16/2020,0.4188141,0.4301372,0.4040788,0.4240205,"34,484,089.04","82,270,769.35","1,165,050,120.75"
08/15/2020,0.4098266,0.4379416,0.3932389,0.4198948,"40,856,358.12","98,334,486.04","1,154,849,018.01"
08/14/2020,0.3761986,0.4168354,0.3742599,0.4082272,"33,465,982.79","85,157,295.57","1,092,328,167.42"
08/13/2020,0.3843297,0.4024946,0.3675282,0.3754043,"36,133,869.60","94,574,147.12","1,061,972,937.13"
08/12/2020,0.3681147,0.3840957,0.3463943,0.3835382,"46,215,847.72","125,559,216.36","1,023,089,758.03"
08/11/2020,0.3818852,0.4108697,0.3575106,0.3692959,"98,700,540.73","255,369,210.05","1,074,292,166.46"
08/10/2020,0.3487412,0.3849158,0.3456818,0.3814698,"46,418,565.56","130,668,866.55","987,395,177.49"
08/09/2020,0.3310121,0.3510565,0.3298290,0.3466326,"36,608,455.05","107,966,753.33","942,459,658.09"
08/08/2020,0.3162412,0.3338074,0.3142503,0.3296953,"22,403,777.03","68,944,830.40","903,214,589.80"
08/07/2020,0.3144555,0.3306068,0.3094381,0.3181001,"69,764,332.31","217,921,353.45","889,825,945.30"
08/06/2020,0.3032406,0.3197247,0.2989302,0.3142312,"23,981,799.98","77,580,401.34","859,213,643.41"
08/05/2020,0.3067011,0.3086392,0.3019850,0.3038697,"15,780,913.68","51,747,368.71","847,647,494.92"
08/04/2020,0.2994199,0.3087307,0.2966419,0.3062644,"18,361,007.62","60,625,454.14","841,807,742.88"
08/03/2020,0.2875577,0.3041046,0.2852616,0.2994478,"20,115,533.68","67,658,158.09","826,385,709.98"
08/02/2020,0.3123577,0.3210104,0.2834081,0.2884103,"30,266,114.87","102,608,109.49","819,872,651.74"
08/01/2020,0.2985166,0.3140504,0.2959533,0.3126309,"25,049,381.15","82,574,812.39","843,181,007.24"
07/31/2020,0.2997219,0.3015378,0.2932106,0.2985311,"20,084,164.62","67,334,831.88","829,058,931.45"
07/30/2020,0.2841444,0.3046567,0.2827203,0.2992709,"34,858,304.67","117,516,835.86","824,475,171.79"
07/29/2020,0.2713045,0.2899537,0.2702667,0.2847080,"21,861,197.95","78,520,605.08","773,858,806.54"
07/28/2020,0.2700170,0.2789958,0.2685693,0.2715110,"24,282,536.59","88,872,847.45","759,445,069.55"
07/27/2020,0.2684818,0.2745885,0.2519697,0.2710355,"26,800,746.68","101,266,515.02","735,618,155.67"
07/26/2020,0.2752342,0.2797030,0.2675932,0.2685477,"18,947,403.63","69,461,054.86","758,192,951.08"
07/25/2020,0.2667034,0.2763137,0.2667034,0.2754588,"16,409,933.37","60,205,987.11","757,597,523.55"
07/24/2020,0.2785547,0.2787395,0.2660283,0.2667973,"20,622,199.46","76,204,412.68","752,187,778.48"
07/23/2020,0.2799730,0.2839782,0.2737552,0.2783167,"23,469,501.12","84,175,097.81","774,982,040.72"
07/22/2020,0.2649120,0.2792409,0.2633730,0.2775787,"22,363,913.32","83,044,557.91","748,527,969.53"
07/21/2020,0.2500523,0.2692991,0.2500154,0.2648903,"25,008,433.21","94,981,682.99","731,843,185.42"
07/20/2020,0.2484325,0.2552170,0.2465509,0.2501159,"18,392,789.25","73,220,645.15","698,209,017.34"
07/19/2020,0.2386463,0.2492551,0.2377259,0.2481265,"12,703,838.07","52,497,775.65","672,613,309.75"
07/18/2020,0.2409188,0.2417709,0.2385611,0.2387342,"9,952,857.67","41,438,724.99","667,594,606.56"
07/17/2020,0.2410758,0.2420414,0.2383061,0.2409213,"11,557,249.95","48,024,273.43","668,906,032.95"
07/16/2020,0.2452902,0.2464324,0.2297604,0.2412085,"15,777,191.16","66,172,367.63","662,711,373.06"
07/15/2020,0.2490782,0.2502154,0.2439364,0.2452650,"13,952,072.49","56,426,120.52","687,274,043.08"
07/14/2020,0.2484852,0.2531386,0.2449309,0.2490464,"16,426,616.95","65,922,967.16","692,600,488.34"
07/13/2020,0.2512331,0.2620446,0.2441167,0.2484783,"19,859,319.19","77,915,128.31","708,457,783.46"
07/12/2020,0.2494161,0.2527497,0.2448953,0.2507111,"15,220,490.51","61,235,171.41","690,874,432.56"
07/11/2020,0.2509540,0.2524866,0.2455957,0.2493317,"14,011,840.35","56,183,060.56","693,204,218.14"
07/10/2020,0.2545432,0.2545432,0.2398418,0.2507356,"16,981,065.46","68,710,932.93","686,926,864.28"
07/09/2020,0.2550294,0.2666466,0.2483349,0.2546748,"22,709,358.29","88,973,197.14","709,442,294.03"
07/08/2020,0.2438168,0.2607729,0.2421142,0.2556320,"22,955,317.54","90,872,150.46","702,140,313.99"
07/07/2020,0.2460623,0.2469381,0.2386659,0.2439444,"13,751,336.06","56,822,067.73","672,665,683.38"
07/06/2020,0.2358701,0.2475725,0.2353209,0.2461993,"18,113,624.77","75,051,926.04","670,833,797.90"
07/05/2020,0.2400637,0.2408436,0.2283210,0.2361468,"16,405,579.01","69,872,166.52","652,617,571.90"
07/04/2020,0.2256314,0.2406999,0.2255306,0.2390195,"15,921,940.67","68,409,193.41","646,923,520.95"
07/03/2020,0.2264312,0.2274389,0.2237562,0.2258824,"11,345,865.12","50,133,895.61","629,039,002.49"
07/01/2020,0.2258208,0.2329785,0.2229954,0.2299117,"14,864,039.29","65,462,443.55","631,125,957.24"
06/30/2020,0.2145598,0.2262138,0.2102244,0.2262072,"14,181,347.56","65,708,456.98","599,884,501.93"
06/29/2020,0.2091001,0.2156294,0.2048223,0.2142286,"11,250,120.98","53,886,386.17","580,295,955.26"
06/28/2020,0.2035807,0.2126301,0.2014501,0.2087921,"10,180,006.25","49,157,457.58","575,612,268.41"
06/27/2020,0.2151302,0.2171721,0.1972868,0.2034189,"11,329,823.23","53,299,087.70","590,846,637.80"
06/26/2020,0.2204532,0.2211053,0.2122202,0.2152753,"10,240,216.34","47,332,027.75","601,347,391.53"
06/25/2020,0.2209505,0.2230004,0.2114088,0.2205713,"11,080,425.82","50,528,797.69","609,521,313.24"
06/24/2020,0.2286173,0.2338730,0.2164256,0.2209214,"11,613,940.55","51,630,497.72","625,237,037.99"
06/23/2020,0.2310269,0.2321142,0.2266218,0.2285693,"13,399,930.65","58,401,988.61","637,743,918.11"
06/22/2020,0.2178048,0.2319511,0.2178048,0.2310530,"13,249,407.32","58,800,005.81","626,311,653.65"
06/21/2020,0.2175656,0.2211938,0.2168501,0.2177319,"10,400,558.58","47,574,235.66","607,653,851.34"
06/20/2020,0.2192981,0.2208178,0.2125545,0.2175247,"11,869,650.09","54,738,536.88","602,720,747.52"
06/19/2020,0.2235461,0.2237606,0.2180241,0.2196186,"12,626,029.56","57,115,926.20","614,442,132.95"
06/18/2020,0.2248121,0.2272809,0.2221591,0.2237900,"11,295,435.95","50,294,283.87","624,246,015.18"
06/17/2020,0.2194002,0.2279921,0.2180694,0.2247440,"13,452,444.85","60,313,690.11","619,950,094.00"
06/16/2020,0.2178763,0.2214034,0.2154520,0.2193843,"10,733,847.08","49,131,506.12","607,248,899.10"
06/15/2020,0.2217124,0.2220139,0.2046449,0.2181962,"13,259,667.21","61,762,646.29","596,730,366.48"
06/14/2020,0.2285908,0.2288367,0.2213334,0.2218428,"11,076,534.45","48,967,978.13","628,728,489.77"
06/13/2020,0.2244366,0.2293144,0.2227608,0.2283405,"12,396,825.06","54,859,225.67","628,104,940.19"
06/12/2020,0.2224976,0.2302823,0.2179785,0.2243579,"20,610,701.17","91,397,159.42","626,803,594.42"
06/11/2020,0.2502072,0.2507000,0.2194299,0.2230949,"16,832,865.03","70,634,833.28","662,385,057.51"
06/10/2020,0.2468081,0.2501580,0.2411948,0.2497623,"12,679,910.23","51,681,390.79","681,951,354.90"
06/09/2020,0.2402814,0.2504491,0.2357837,0.2466820,"20,210,884.32","82,293,380.38","682,640,143.71"
06/08/2020,0.2401491,0.2416488,0.2347234,0.2395669,"14,597,974.63","61,021,485.58","664,938,130.61"
06/07/2020,0.2432942,0.2458752,0.2319396,0.2397166,"16,436,166.17","68,493,019.08","666,999,676.88"
06/06/2020,0.2441714,0.2451429,0.2414633,0.2435531,"15,858,850.66","65,068,875.36","677,438,413.27"
06/03/2020,0.2338895,0.2499720,0.2325993,0.2499720,"23,280,296.23","97,091,700.43","666,465,702.97"
06/02/2020,0.2347758,0.2476522,0.2208168,0.2335986,"26,601,107.81","113,573,395.16","651,020,290.60"
06/01/2020,0.2188787,0.2365066,0.2185630,0.2354518,"24,214,250.15","106,937,450.29","629,379,524.20"
05/31/2020,0.2186600,0.2407102,0.2139192,0.2199011,"39,016,016.08","172,434,387.88","628,912,826.13"
05/30/2020,0.2009444,0.2186109,0.1993477,0.2184922,"19,736,417.96","95,245,108.43","575,966,286.42"
05/29/2020,0.2032805,0.2042876,0.1966450,0.2008825,"13,280,516.78","66,212,229.58","557,504,237.72"
05/28/2020,0.1966836,0.2037151,0.1939151,0.2028678,"13,082,918.05","66,306,427.45","548,428,988.25"
05/27/2020,0.1943663,0.1992121,0.1932468,0.1962771,"15,453,106.04","78,969,518.97","543,910,824.73"
05/26/2020,0.1973103,0.1979610,0.1896390,0.1942691,"14,880,567.50","76,684,030.60","539,368,988.08"
05/25/2020,0.1902473,0.1978441,0.1896666,0.1973101,"14,432,934.21","74,441,556.61","538,902,993.58"
05/24/2020,0.1992995,0.2023772,0.1915191,0.1920750,"14,090,825.00","71,017,801.85","551,493,763.07"
05/23/2020,0.2020500,0.2089480,0.1989922,0.1993517,"17,075,820.90","84,469,973.15","561,889,148.59"
05/22/2020,0.1881161,0.2041730,0.1855116,0.2020666,"17,948,000.17","92,285,271.69","540,573,908.17"
05/21/2020,0.1992036,0.2008164,0.1820327,0.1879388,"16,410,553.05","85,167,165.44","535,577,636.56"
05/20/2020,0.2025102,0.2049725,0.1963808,0.1994141,"15,158,909.48","75,406,309.87","558,768,199.03"
05/19/2020,0.2039656,0.2040463,0.1992890,0.2026165,"13,777,203.26","68,387,836.64","559,955,623.10"
05/18/2020,0.1993684,0.2061618,0.1984567,0.2039970,"13,740,994.62","67,669,578.29","564,411,832.29"
05/17/2020,0.1971345,0.2047897,0.1965696,0.1993038,"12,683,164.27","63,029,030.87","559,317,487.30"
05/16/2020,0.1977026,0.2020117,0.1956115,0.1969105,"13,152,903.79","66,016,635.25","553,783,061.53"
05/15/2020,0.2085165,0.2099609,0.1968450,0.1973650,"20,248,434.48","98,793,309.58","569,685,711.16"
05/14/2020,0.1923773,0.2113027,0.1889230,0.2083038,"22,049,068.19","112,114,935.26","546,635,937.48"
05/13/2020,0.1858395,0.1954807,0.1848485,0.1923572,"14,674,512.46","77,333,756.07","527,431,406.89"
05/12/2020,0.1773234,0.1879540,0.1767021,0.1854821,"14,520,813.28","79,171,534.15","509,792,322.32"
05/11/2020,0.1836241,0.1859397,0.1709487,0.1779362,"13,271,225.18","74,008,281.18","498,427,631.10"
05/10/2020,0.1779798,0.1851800,0.1709306,0.1837268,"14,448,396.47","80,381,181.20","499,616,389.43"
05/08/2020,0.1839787,0.2045241,0.1814081,0.2013748,"10,939,580.28","57,982,682.26","524,413,385.14"
05/07/2020,0.1779147,0.1879266,0.1769943,0.1838991,"7,266,767.97","39,761,896.78","507,978,825.62"
05/06/2020,0.1873234,0.1889727,0.1780008,0.1780008,"5,594,699.79","30,209,490.76","514,760,000.92"
05/05/2020,0.1827367,0.1873988,0.1806249,0.1871242,"5,360,240.56","29,123,713.56","511,574,560.08"
05/04/2020,0.1827389,0.1870537,0.1731397,0.1828737,"5,935,028.30","32,932,787.55","500,916,931.60"
05/02/2020,0.1815100,0.1916828,0.1813904,0.1910952,"6,161,240.95","33,119,289.08","517,081,020.44"
05/01/2020,0.1764001,0.1871665,0.1764001,0.1816023,"5,315,027.63","29,062,906.71","508,320,808.56"
04/30/2020,0.1854376,0.1917254,0.1727753,0.1762746,"9,309,659.81","51,059,490.80","506,790,822.96"
04/29/2020,0.1735848,0.1878759,0.1735848,0.1853950,"10,232,155.56","56,807,784.72","500,645,930.61"
04/28/2020,0.1738481,0.1738481,0.1681023,0.1735557,"6,186,299.09","36,245,311.38","474,406,344.26"
04/27/2020,0.1762316,0.1765404,0.1669974,0.1737709,"6,882,146.32","39,896,919.53","479,463,936.81"
04/26/2020,0.1694199,0.1777367,0.1694199,0.1762927,"7,316,310.78","42,178,336.03","482,141,053.46"
04/25/2020,0.1676056,0.1733142,0.1653820,0.1694567,"6,767,442.90","40,073,527.43","469,394,976.60"
04/24/2020,0.1590958,0.1675824,0.1590958,0.1674628,"7,992,505.24","48,687,218.00","456,288,349.47"
04/23/2020,0.1559247,0.1639373,0.1530809,0.1587197,"6,530,441.53","41,418,019.14","438,252,730.56"
04/22/2020,0.1518034,0.1571750,0.1509175,0.1558546,"4,213,623.45","27,315,987.87","428,756,010.04"
04/21/2020,0.1485028,0.1532854,0.1484710,0.1516191,"6,654,661.37","43,987,125.86","420,505,601.04"
04/20/2020,0.1559826,0.1598260,0.1468338,0.1489584,"10,933,517.82","70,115,471.94","433,428,500.66"
04/19/2020,0.1630699,0.1630952,0.1548870,0.1560437,"5,085,301.02","32,015,763.05","441,493,403.04"
04/18/2020,0.1565047,0.1641873,0.1561379,0.1631122,"5,169,904.62","32,469,530.37","442,565,885.12"
04/17/2020,0.1579522,0.1589067,0.1551421,0.1567142,"3,758,595.03","23,944,525.75","436,305,517.44"
04/16/2020,0.1477577,0.1600842,0.1442730,0.1579041,"7,409,524.37","48,290,121.57","426,484,686.86"
04/15/2020,0.1580081,0.1591640,0.1475721,0.1484165,"5,047,397.40","32,578,248.34","430,636,840.56"
04/14/2020,0.1595649,0.1622518,0.1559826,0.1581097,"4,105,454.23","25,759,833.33","442,985,566.11"
04/13/2020,0.1612914,0.1612914,0.1548466,0.1594255,"4,643,871.45","29,460,037.97","438,145,441.09"
04/12/2020,0.1604079,0.1667110,0.1573237,0.1618101,"3,850,727.03","23,888,719.78","448,044,621.18"
04/11/2020,0.1608610,0.1637248,0.1560058,0.1604043,"3,845,859.26","23,943,919.72","446,446,629.97"
04/10/2020,0.1725546,0.1726468,0.1528881,0.1607190,"5,734,454.02","35,594,594.69","447,795,198.71"
04/09/2020,0.1718512,0.1729184,0.1678574,0.1725935,"4,493,273.88","26,216,274.77","476,390,750.77"
04/08/2020,0.1638157,0.1721240,0.1634537,0.1717449,"5,440,955.97","32,238,810.78","469,102,349.46"
04/07/2020,0.1657230,0.1756756,0.1623871,0.1636863,"7,359,801.26","43,448,638.74","470,826,959.61"
04/06/2020,0.1487239,0.1653855,0.1486603,0.1653855,"6,816,542.38","43,223,491.61","438,344,642.09"
04/05/2020,0.1498642,0.1504361,0.1463078,0.1487256,"3,479,924.67","23,431,162.19","412,807,351.51"
04/04/2020,0.1493895,0.1510269,0.1467825,0.1499329,"4,236,012.60","28,512,542.98","412,945,463.94"
04/03/2020,0.1477485,0.1541483,0.1471654,0.1493853,"4,790,444.26","31,940,540.63","416,874,123.75"
04/02/2020,0.1466781,0.1522735,0.1445499,0.1482952,"5,150,847.53","35,051,668.68","408,452,357.36"
04/01/2020,0.1431370,0.1461759,0.1378825,0.1461759,"10,984,510.35","77,743,739.87","392,723,314.15"
03/31/2020,0.1412264,0.1449612,0.1404865,0.1433899,"11,101,265.73","77,795,853.63","396,631,733.55"
03/30/2020,0.1330237,0.1447617,0.1323604,0.1411759,"11,124,728.36","79,617,375.30","388,376,522.83"
03/29/2020,0.1367004,0.1373378,0.1324193,0.1329225,"9,669,886.12","71,613,683.44","375,315,721.80"
03/27/2020,0.1453599,0.1485928,0.1364634,0.1364634,"10,457,571.50","72,013,535.38","403,634,351.77"
03/26/2020,0.1415041,0.1453482,0.1398387,0.1452063,"10,525,091.90","74,128,191.45","394,651,631.13"
03/25/2020,0.1443718,0.1462538,0.1389651,0.1412733,"10,790,204.45","75,828,858.61","395,518,284.04"
03/24/2020,0.1433469,0.1454423,0.1375028,0.1447963,"13,130,942.85","92,688,387.32","393,769,428.48"
03/23/2020,0.1259824,0.1433802,0.1239750,0.1433248,"14,391,165.52","108,529,271.45","368,570,431.08"
03/22/2020,0.1382174,0.1425715,0.1258454,0.1267107,"11,339,036.38","83,381,585.76","377,987,474.07"
03/21/2020,0.1414656,0.1470908,0.1310590,0.1382652,"14,533,395.51","104,770,232.78","385,567,654.80"
03/20/2020,0.1498073,0.1620287,0.1284758,0.1412789,"19,582,660.55","131,700,803.47","413,289,794.69"
03/19/2020,0.1264554,0.1561286,0.1232284,0.1503822,"21,141,892.86","156,118,767.03","376,409,143.93"
03/18/2020,0.1208989,0.1282820,0.1134068,0.1258173,"13,535,940.33","113,031,621.47","332,858,677.71"
03/17/2020,0.1100095,0.1252764,0.1082119,0.1211579,"14,926,044.64","128,739,872.67","322,257,527.78"
03/16/2020,0.1210587,0.1218206,0.0942721,0.1094533,"16,900,746.24","154,397,423.03","304,254,663.39"
03/15/2020,0.1243109,0.1301705,0.1198309,0.1230751,"9,308,125.83","74,789,461.96","345,933,998.51"
03/14/2020,0.1300862,0.1311106,0.1190020,0.1241604,"13,246,753.48","105,394,919.56","349,350,354.03"
03/13/2020,0.1133033,0.1407519,0.0780912,0.1293976,"27,076,478.12","224,298,602.41","335,534,372.84"
03/12/2020,0.1955187,0.1960229,0.1089278,0.1093665,"19,021,927.07","119,304,579.68","443,168,422.03"
03/11/2020,0.1975304,0.2013219,0.1842462,0.1952813,"13,081,391.70","66,956,673.93","543,039,584.37"
03/10/2020,0.1921123,0.1994789,0.1877166,0.1974590,"13,681,710.15","70,602,736.68","538,629,654.92"
03/09/2020,0.1911626,0.1983338,0.1794053,0.1918524,"14,350,789.79","75,954,784.54","525,160,528.76"
03/08/2020,0.2245047,0.2245047,0.1897889,0.1909221,"11,615,766.05","55,305,858.23","583,778,545.80"
03/07/2020,0.2323651,0.2381489,0.2232173,0.2240720,"8,513,304.85","37,127,908.35","637,336,970.87"
